npy_path,speaker,video_id,transcript
processed_grid_data/s23_sgbn4p.npy,s23,sgbn4p,set green by n four please
processed_grid_data/s23_sgbn5a.npy,s23,sgbn5a,set green by n five again
processed_grid_data/s23_sgbt6n.npy,s23,sgbt6n,set green by t six now
processed_grid_data/s23_sgbt7s.npy,s23,sgbt7s,set green by t seven soon
processed_grid_data/s23_sgbt8p.npy,s23,sgbt8p,set green by t eight please
processed_grid_data/s23_sgbt9a.npy,s23,sgbt9a,set green by t nine again
processed_grid_data/s23_sgig1s.npy,s23,sgig1s,set green in g one soon
processed_grid_data/s23_sgig2p.npy,s23,sgig2p,set green in g two please
processed_grid_data/s23_sgig3a.npy,s23,sgig3a,set green in g three again
processed_grid_data/s23_sgigzn.npy,s23,sgigzn,set green in g zero now
processed_grid_data/s23_sgim4n.npy,s23,sgim4n,set green in m four now
processed_grid_data/s23_sgim5s.npy,s23,sgim5s,set green in m five soon
processed_grid_data/s23_sgim6p.npy,s23,sgim6p,set green in m six please
processed_grid_data/s23_sgim7a.npy,s23,sgim7a,set green in m seven again
processed_grid_data/s23_sgis8n.npy,s23,sgis8n,set green in s eight now
processed_grid_data/s23_sgis9s.npy,s23,sgis9s,set green in s nine soon
processed_grid_data/s23_sgit1a.npy,s23,sgit1a,set green in t one again
processed_grid_data/s23_sgitzp.npy,s23,sgitzp,set green in t zero please
processed_grid_data/s23_sgwa8n.npy,s23,sgwa8n,set green with a eight now
processed_grid_data/s23_sgwa9s.npy,s23,sgwa9s,set green with a nine soon
processed_grid_data/s23_sgwb1a.npy,s23,sgwb1a,set green with b one again
processed_grid_data/s23_sgwbzp.npy,s23,sgwbzp,set green with b zero please
processed_grid_data/s23_sgwh2n.npy,s23,sgwh2n,set green with h two now
processed_grid_data/s23_sgwh3s.npy,s23,sgwh3s,set green with h three soon
processed_grid_data/s23_sgwh4p.npy,s23,sgwh4p,set green with h four please
processed_grid_data/s23_sgwh5a.npy,s23,sgwh5a,set green with h five again
processed_grid_data/s23_sgwn6n.npy,s23,sgwn6n,set green with n six now
processed_grid_data/s23_sgwn7s.npy,s23,sgwn7s,set green with n seven soon
processed_grid_data/s23_sgwn8p.npy,s23,sgwn8p,set green with n eight please
processed_grid_data/s23_sgwn9a.npy,s23,sgwn9a,set green with n nine again
processed_grid_data/s23_sgwu1s.npy,s23,sgwu1s,set green with u one soon
processed_grid_data/s23_sgwu2p.npy,s23,sgwu2p,set green with u two please
processed_grid_data/s23_sgwu3a.npy,s23,sgwu3a,set green with u three again
processed_grid_data/s23_sgwuzn.npy,s23,sgwuzn,set green with u zero now
processed_grid_data/s23_sraf2n.npy,s23,sraf2n,set red at f two now
processed_grid_data/s23_sraf3s.npy,s23,sraf3s,set red at f three soon
processed_grid_data/s23_sraf4p.npy,s23,sraf4p,set red at f four please
processed_grid_data/s23_sraf5a.npy,s23,sraf5a,set red at f five again
processed_grid_data/s23_sral6n.npy,s23,sral6n,set red at l six now
processed_grid_data/s23_sral7s.npy,s23,sral7s,set red at l seven soon
processed_grid_data/s23_sral8p.npy,s23,sral8p,set red at l eight please
processed_grid_data/s23_sral9a.npy,s23,sral9a,set red at l nine again
processed_grid_data/s23_sras1s.npy,s23,sras1s,set red at s one soon
processed_grid_data/s23_sras2p.npy,s23,sras2p,set red at s two please
processed_grid_data/s23_sras3a.npy,s23,sras3a,set red at s three again
processed_grid_data/s23_sraszn.npy,s23,sraszn,set red at s zero now
processed_grid_data/s23_sraz4n.npy,s23,sraz4n,set red at z four now
processed_grid_data/s23_sraz5s.npy,s23,sraz5s,set red at z five soon
processed_grid_data/s23_sraz6p.npy,s23,sraz6p,set red at z six please
processed_grid_data/s23_sraz7a.npy,s23,sraz7a,set red at z seven again
processed_grid_data/s23_srbf6n.npy,s23,srbf6n,set red by f six now
processed_grid_data/s23_srbf7s.npy,s23,srbf7s,set red by f seven soon
processed_grid_data/s23_srbf8p.npy,s23,srbf8p,set red by f eight please
processed_grid_data/s23_srbf9a.npy,s23,srbf9a,set red by f nine again
processed_grid_data/s23_srbm1s.npy,s23,srbm1s,set red by m one soon
processed_grid_data/s23_srbm2p.npy,s23,srbm2p,set red by m two please
processed_grid_data/s23_srbm3a.npy,s23,srbm3a,set red by m three again
processed_grid_data/s23_srbmzn.npy,s23,srbmzn,set red by m zero now
processed_grid_data/s23_srbs4n.npy,s23,srbs4n,set red by s four now
processed_grid_data/s23_srbs5s.npy,s23,srbs5s,set red by s five soon
processed_grid_data/s23_srbs6p.npy,s23,srbs6p,set red by s six please
processed_grid_data/s23_srbs7a.npy,s23,srbs7a,set red by s seven again
processed_grid_data/s23_srbz8n.npy,s23,srbz8n,set red by z eight now
processed_grid_data/s23_srbz9s.npy,s23,srbz9s,set red by z nine soon
processed_grid_data/s23_srie8n.npy,s23,srie8n,set red in e eight now
processed_grid_data/s23_srie9s.npy,s23,srie9s,set red in e nine soon
processed_grid_data/s23_srif1a.npy,s23,srif1a,set red in f one again
processed_grid_data/s23_srifzp.npy,s23,srifzp,set red in f zero please
processed_grid_data/s23_sril2n.npy,s23,sril2n,set red in l two now
processed_grid_data/s23_sril3s.npy,s23,sril3s,set red in l three soon
processed_grid_data/s23_sril4p.npy,s23,sril4p,set red in l four please
processed_grid_data/s23_sril5a.npy,s23,sril5a,set red in l five again
processed_grid_data/s23_srir6n.npy,s23,srir6n,set red in r six now
processed_grid_data/s23_srir7s.npy,s23,srir7s,set red in r seven soon
processed_grid_data/s23_srir8p.npy,s23,srir8p,set red in r eight please
processed_grid_data/s23_srir9a.npy,s23,srir9a,set red in r nine again
processed_grid_data/s23_sriz1s.npy,s23,sriz1s,set red in z one soon
processed_grid_data/s23_sriz2p.npy,s23,sriz2p,set red in z two please
processed_grid_data/s23_sriz3a.npy,s23,sriz3a,set red in z three again
processed_grid_data/s23_srizzn.npy,s23,srizzn,set red in z zero now
processed_grid_data/s23_srwg1s.npy,s23,srwg1s,set red with g one soon
processed_grid_data/s23_srwg2p.npy,s23,srwg2p,set red with g two please
processed_grid_data/s23_srwg3a.npy,s23,srwg3a,set red with g three again
processed_grid_data/s23_srwgzn.npy,s23,srwgzn,set red with g zero now
processed_grid_data/s23_srwm4n.npy,s23,srwm4n,set red with m four now
processed_grid_data/s23_srwm5s.npy,s23,srwm5s,set red with m five soon
processed_grid_data/s23_srwm6p.npy,s23,srwm6p,set red with m six please
processed_grid_data/s23_srwm7a.npy,s23,srwm7a,set red with m seven again
processed_grid_data/s23_srws8n.npy,s23,srws8n,set red with s eight now
processed_grid_data/s23_srws9s.npy,s23,srws9s,set red with s nine soon
processed_grid_data/s23_srwt1a.npy,s23,srwt1a,set red with t one again
processed_grid_data/s23_srwtzp.npy,s23,srwtzp,set red with t zero please
processed_grid_data/s23_swaf8n.npy,s23,swaf8n,set white at f eight now
processed_grid_data/s23_swaf9s.npy,s23,swaf9s,set white at f nine soon
processed_grid_data/s23_swag1a.npy,s23,swag1a,set white at g one again
processed_grid_data/s23_swagzp.npy,s23,swagzp,set white at g zero please
processed_grid_data/s23_swam2n.npy,s23,swam2n,set white at m two now
processed_grid_data/s23_swam3s.npy,s23,swam3s,set white at m three soon
processed_grid_data/s23_swam4p.npy,s23,swam4p,set white at m four please
processed_grid_data/s23_swam5a.npy,s23,swam5a,set white at m five again
processed_grid_data/s23_swas6n.npy,s23,swas6n,set white at s six now
processed_grid_data/s23_swas7s.npy,s23,swas7s,set white at s seven soon
processed_grid_data/s23_swas8p.npy,s23,swas8p,set white at s eight please
processed_grid_data/s23_swas9a.npy,s23,swas9a,set white at s nine again
processed_grid_data/s23_swba1a.npy,s23,swba1a,set white by a one again
processed_grid_data/s23_swbazp.npy,s23,swbazp,set white by a zero please
processed_grid_data/s23_swbg2n.npy,s23,swbg2n,set white by g two now
processed_grid_data/s23_swbg3s.npy,s23,swbg3s,set white by g three soon
processed_grid_data/s23_swbg4p.npy,s23,swbg4p,set white by g four please
processed_grid_data/s23_swbg5a.npy,s23,swbg5a,set white by g five again
processed_grid_data/s23_swbm6n.npy,s23,swbm6n,set white by m six now
processed_grid_data/s23_swbm7s.npy,s23,swbm7s,set white by m seven soon
processed_grid_data/s23_swbm8p.npy,s23,swbm8p,set white by m eight please
processed_grid_data/s23_swbm9a.npy,s23,swbm9a,set white by m nine again
processed_grid_data/s23_swbt1s.npy,s23,swbt1s,set white by t one soon
processed_grid_data/s23_swbt2p.npy,s23,swbt2p,set white by t two please
processed_grid_data/s23_swbt3a.npy,s23,swbt3a,set white by t three again
processed_grid_data/s23_swbtzn.npy,s23,swbtzn,set white by t zero now
processed_grid_data/s23_swif4n.npy,s23,swif4n,set white in f four now
processed_grid_data/s23_swif5s.npy,s23,swif5s,set white in f five soon
processed_grid_data/s23_swif6p.npy,s23,swif6p,set white in f six please
processed_grid_data/s23_swif7a.npy,s23,swif7a,set white in f seven again
processed_grid_data/s23_swil8n.npy,s23,swil8n,set white in l eight now
processed_grid_data/s23_swil9s.npy,s23,swil9s,set white in l nine soon
processed_grid_data/s23_swim1a.npy,s23,swim1a,set white in m one again
processed_grid_data/s23_swimzp.npy,s23,swimzp,set white in m zero please
processed_grid_data/s23_swis2n.npy,s23,swis2n,set white in s two now
processed_grid_data/s23_swis3s.npy,s23,swis3s,set white in s three soon
processed_grid_data/s23_swis4p.npy,s23,swis4p,set white in s four please
processed_grid_data/s23_swis5a.npy,s23,swis5a,set white in s five again
processed_grid_data/s23_swiz6n.npy,s23,swiz6n,set white in z six now
processed_grid_data/s23_swiz7s.npy,s23,swiz7s,set white in z seven soon
processed_grid_data/s23_swiz8p.npy,s23,swiz8p,set white in z eight please
processed_grid_data/s23_swiz9a.npy,s23,swiz9a,set white in z nine again
processed_grid_data/s23_swwa2n.npy,s23,swwa2n,set white with a two now
processed_grid_data/s23_swwa3s.npy,s23,swwa3s,set white with a three soon
processed_grid_data/s23_swwa4p.npy,s23,swwa4p,set white with a four please
processed_grid_data/s23_swwa5a.npy,s23,swwa5a,set white with a five again
processed_grid_data/s23_swwg6n.npy,s23,swwg6n,set white with g six now
processed_grid_data/s23_swwg7s.npy,s23,swwg7s,set white with g seven soon
processed_grid_data/s23_swwg8p.npy,s23,swwg8p,set white with g eight please
processed_grid_data/s23_swwg9a.npy,s23,swwg9a,set white with g nine again
processed_grid_data/s23_swwn1s.npy,s23,swwn1s,set white with n one soon
processed_grid_data/s23_swwn2p.npy,s23,swwn2p,set white with n two please
processed_grid_data/s23_swwn3a.npy,s23,swwn3a,set white with n three again
processed_grid_data/s23_swwnzn.npy,s23,swwnzn,set white with n zero now
processed_grid_data/s23_swwt4n.npy,s23,swwt4n,set white with t four now
processed_grid_data/s23_swwt5s.npy,s23,swwt5s,set white with t five soon
processed_grid_data/s23_swwt6p.npy,s23,swwt6p,set white with t six please
processed_grid_data/s23_swwt7a.npy,s23,swwt7a,set white with t seven again
processed_grid_data/s24_bbac9n.npy,s24,bbac9n,bin blue at c nine now
processed_grid_data/s24_bbad1p.npy,s24,bbad1p,bin blue at d one please
processed_grid_data/s24_bbad2a.npy,s24,bbad2a,bin blue at d two again
processed_grid_data/s24_bbadzs.npy,s24,bbadzs,bin blue at d zero soon
processed_grid_data/s24_bbaj3n.npy,s24,bbaj3n,bin blue at j three now
processed_grid_data/s24_bbaj4s.npy,s24,bbaj4s,bin blue at j four soon
processed_grid_data/s24_bbaj5p.npy,s24,bbaj5p,bin blue at j five please
processed_grid_data/s24_bbaj6a.npy,s24,bbaj6a,bin blue at j six again
processed_grid_data/s24_bbap7n.npy,s24,bbap7n,bin blue at p seven now
processed_grid_data/s24_bbap8s.npy,s24,bbap8s,bin blue at p eight soon
processed_grid_data/s24_bbap9p.npy,s24,bbap9p,bin blue at p nine please
processed_grid_data/s24_bbaqza.npy,s24,bbaqza,bin blue at q zero again
processed_grid_data/s24_bbax1n.npy,s24,bbax1n,bin blue at x one now
processed_grid_data/s24_bbax2s.npy,s24,bbax2s,bin blue at x two soon
processed_grid_data/s24_bbax3p.npy,s24,bbax3p,bin blue at x three please
processed_grid_data/s24_bbax4a.npy,s24,bbax4a,bin blue at x four again
processed_grid_data/s24_bbbd3n.npy,s24,bbbd3n,bin blue by d three now
processed_grid_data/s24_bbbd4s.npy,s24,bbbd4s,bin blue by d four soon
processed_grid_data/s24_bbbd5p.npy,s24,bbbd5p,bin blue by d five please
processed_grid_data/s24_bbbd6a.npy,s24,bbbd6a,bin blue by d six again
processed_grid_data/s24_bbbj7n.npy,s24,bbbj7n,bin blue by j seven now
processed_grid_data/s24_bbbj8s.npy,s24,bbbj8s,bin blue by j eight soon
processed_grid_data/s24_bbbj9p.npy,s24,bbbj9p,bin blue by j nine please
processed_grid_data/s24_bbbkza.npy,s24,bbbkza,bin blue by k zero again
processed_grid_data/s24_bbbq1n.npy,s24,bbbq1n,bin blue by q one now
processed_grid_data/s24_bbbq2s.npy,s24,bbbq2s,bin blue by q two soon
processed_grid_data/s24_bbbq3p.npy,s24,bbbq3p,bin blue by q three please
processed_grid_data/s24_bbbq4a.npy,s24,bbbq4a,bin blue by q four again
processed_grid_data/s24_bbbx5n.npy,s24,bbbx5n,bin blue by x five now
processed_grid_data/s24_bbbx6s.npy,s24,bbbx6s,bin blue by x six soon
processed_grid_data/s24_bbbx7p.npy,s24,bbbx7p,bin blue by x seven please
processed_grid_data/s24_bbbx8a.npy,s24,bbbx8a,bin blue by x eight again
processed_grid_data/s24_bbic5n.npy,s24,bbic5n,bin blue in c five now
processed_grid_data/s24_bbic6s.npy,s24,bbic6s,bin blue in c six soon
processed_grid_data/s24_bbic7p.npy,s24,bbic7p,bin blue in c seven please
processed_grid_data/s24_bbic8a.npy,s24,bbic8a,bin blue in c eight again
processed_grid_data/s24_bbii9n.npy,s24,bbii9n,bin blue in i nine now
processed_grid_data/s24_bbij1p.npy,s24,bbij1p,bin blue in j one please
processed_grid_data/s24_bbij2a.npy,s24,bbij2a,bin blue in j two again
processed_grid_data/s24_bbijzs.npy,s24,bbijzs,bin blue in j zero soon
processed_grid_data/s24_bbip3n.npy,s24,bbip3n,bin blue in p three now
processed_grid_data/s24_bbip4s.npy,s24,bbip4s,bin blue in p four soon
processed_grid_data/s24_bbip5p.npy,s24,bbip5p,bin blue in p five please
processed_grid_data/s24_bbip6a.npy,s24,bbip6a,bin blue in p six again
processed_grid_data/s24_bbiv7n.npy,s24,bbiv7n,bin blue in v seven now
processed_grid_data/s24_bbiv8s.npy,s24,bbiv8s,bin blue in v eight soon
processed_grid_data/s24_bbiv9p.npy,s24,bbiv9p,bin blue in v nine please
processed_grid_data/s24_bbixza.npy,s24,bbixza,bin blue in x zero again
processed_grid_data/s24_bbwd7n.npy,s24,bbwd7n,bin blue with d seven now
processed_grid_data/s24_bbwd8s.npy,s24,bbwd8s,bin blue with d eight soon
processed_grid_data/s24_bbwd9p.npy,s24,bbwd9p,bin blue with d nine please
processed_grid_data/s24_bbweza.npy,s24,bbweza,bin blue with e zero again
processed_grid_data/s24_bbwk1n.npy,s24,bbwk1n,bin blue with k one now
processed_grid_data/s24_bbwk2s.npy,s24,bbwk2s,bin blue with k two soon
processed_grid_data/s24_bbwk3p.npy,s24,bbwk3p,bin blue with k three please
processed_grid_data/s24_bbwk4a.npy,s24,bbwk4a,bin blue with k four again
processed_grid_data/s24_bbwq5n.npy,s24,bbwq5n,bin blue with q five now
processed_grid_data/s24_bbwq6s.npy,s24,bbwq6s,bin blue with q six soon
processed_grid_data/s24_bbwq7p.npy,s24,bbwq7p,bin blue with q seven please
processed_grid_data/s24_bbwq8a.npy,s24,bbwq8a,bin blue with q eight again
processed_grid_data/s24_bbwx9n.npy,s24,bbwx9n,bin blue with x nine now
processed_grid_data/s24_bbwy1p.npy,s24,bbwy1p,bin blue with y one please
processed_grid_data/s24_bbwy2a.npy,s24,bbwy2a,bin blue with y two again
processed_grid_data/s24_bbwyzs.npy,s24,bbwyzs,bin blue with y zero soon
processed_grid_data/s24_bgae7n.npy,s24,bgae7n,bin green at e seven now
processed_grid_data/s24_bgae8s.npy,s24,bgae8s,bin green at e eight soon
processed_grid_data/s24_bgae9p.npy,s24,bgae9p,bin green at e nine please
processed_grid_data/s24_bgafza.npy,s24,bgafza,bin green at f zero again
processed_grid_data/s24_bgal1n.npy,s24,bgal1n,bin green at l one now
processed_grid_data/s24_bgal2s.npy,s24,bgal2s,bin green at l two soon
processed_grid_data/s24_bgal3p.npy,s24,bgal3p,bin green at l three please
processed_grid_data/s24_bgal4a.npy,s24,bgal4a,bin green at l four again
processed_grid_data/s24_bgar5n.npy,s24,bgar5n,bin green at r five now
processed_grid_data/s24_bgar6s.npy,s24,bgar6s,bin green at r six soon
processed_grid_data/s24_bgar7p.npy,s24,bgar7p,bin green at r seven please
processed_grid_data/s24_bgar8a.npy,s24,bgar8a,bin green at r eight again
processed_grid_data/s24_bgay9n.npy,s24,bgay9n,bin green at y nine now
processed_grid_data/s24_bgaz1p.npy,s24,bgaz1p,bin green at z one please
processed_grid_data/s24_bgaz2a.npy,s24,bgaz2a,bin green at z two again
processed_grid_data/s24_bgazzs.npy,s24,bgazzs,bin green at z zero soon
processed_grid_data/s24_bgbf1n.npy,s24,bgbf1n,bin green by f one now
processed_grid_data/s24_bgbf2s.npy,s24,bgbf2s,bin green by f two soon
processed_grid_data/s24_bgbf3p.npy,s24,bgbf3p,bin green by f three please
processed_grid_data/s24_bgbf4a.npy,s24,bgbf4a,bin green by f four again
processed_grid_data/s24_bgbl5n.npy,s24,bgbl5n,bin green by l five now
processed_grid_data/s24_bgbl6s.npy,s24,bgbl6s,bin green by l six soon
processed_grid_data/s24_bgbl7p.npy,s24,bgbl7p,bin green by l seven please
processed_grid_data/s24_bgbl8a.npy,s24,bgbl8a,bin green by l eight again
processed_grid_data/s24_bgbr9n.npy,s24,bgbr9n,bin green by r nine now
processed_grid_data/s24_bgbs1p.npy,s24,bgbs1p,bin green by s one please
processed_grid_data/s24_bgbs2a.npy,s24,bgbs2a,bin green by s two again
processed_grid_data/s24_bgbszs.npy,s24,bgbszs,bin green by s zero soon
processed_grid_data/s24_bgbz3n.npy,s24,bgbz3n,bin green by z three now
processed_grid_data/s24_bgbz4s.npy,s24,bgbz4s,bin green by z four soon
processed_grid_data/s24_bgbz5p.npy,s24,bgbz5p,bin green by z five please
processed_grid_data/s24_bgbz6a.npy,s24,bgbz6a,bin green by z six again
processed_grid_data/s24_bgie3n.npy,s24,bgie3n,bin green in e three now
processed_grid_data/s24_bgie4s.npy,s24,bgie4s,bin green in e four soon
processed_grid_data/s24_bgie5p.npy,s24,bgie5p,bin green in e five please
processed_grid_data/s24_bgie6a.npy,s24,bgie6a,bin green in e six again
processed_grid_data/s24_bgik7n.npy,s24,bgik7n,bin green in k seven now
processed_grid_data/s24_bgik8s.npy,s24,bgik8s,bin green in k eight soon
processed_grid_data/s24_bgik9p.npy,s24,bgik9p,bin green in k nine please
processed_grid_data/s24_bgilza.npy,s24,bgilza,bin green in l zero again
processed_grid_data/s24_bgir1n.npy,s24,bgir1n,bin green in r one now
processed_grid_data/s24_bgir2s.npy,s24,bgir2s,bin green in r two soon
processed_grid_data/s24_bgir3p.npy,s24,bgir3p,bin green in r three please
processed_grid_data/s24_bgir4a.npy,s24,bgir4a,bin green in r four again
processed_grid_data/s24_bgiy5n.npy,s24,bgiy5n,bin green in y five now
processed_grid_data/s24_bgiy6s.npy,s24,bgiy6s,bin green in y six soon
processed_grid_data/s24_bgiy7p.npy,s24,bgiy7p,bin green in y seven please
processed_grid_data/s24_bgiy8a.npy,s24,bgiy8a,bin green in y eight again
processed_grid_data/s24_bgwf5n.npy,s24,bgwf5n,bin green with f five now
processed_grid_data/s24_bgwf6s.npy,s24,bgwf6s,bin green with f six soon
processed_grid_data/s24_bgwf7p.npy,s24,bgwf7p,bin green with f seven please
processed_grid_data/s24_bgwf8a.npy,s24,bgwf8a,bin green with f eight again
processed_grid_data/s24_bgwl9n.npy,s24,bgwl9n,bin green with l nine now
processed_grid_data/s24_bgwm1p.npy,s24,bgwm1p,bin green with m one please
processed_grid_data/s24_bgwm2a.npy,s24,bgwm2a,bin green with m two again
processed_grid_data/s24_bgwmzs.npy,s24,bgwmzs,bin green with m zero soon
processed_grid_data/s24_bgws3n.npy,s24,bgws3n,bin green with s three now
processed_grid_data/s24_bgws4s.npy,s24,bgws4s,bin green with s four soon
processed_grid_data/s24_bgws5p.npy,s24,bgws5p,bin green with s five please
processed_grid_data/s24_bgws6a.npy,s24,bgws6a,bin green with s six again
processed_grid_data/s24_bgwz7n.npy,s24,bgwz7n,bin green with z seven now
processed_grid_data/s24_bgwz8s.npy,s24,bgwz8s,bin green with z eight soon
processed_grid_data/s24_bgwz9p.npy,s24,bgwz9p,bin green with z nine please
processed_grid_data/s24_brad5n.npy,s24,brad5n,bin red at d five now
processed_grid_data/s24_brad6s.npy,s24,brad6s,bin red at d six soon
processed_grid_data/s24_brad7p.npy,s24,brad7p,bin red at d seven please
processed_grid_data/s24_brad8a.npy,s24,brad8a,bin red at d eight again
processed_grid_data/s24_braj9n.npy,s24,braj9n,bin red at j nine now
processed_grid_data/s24_brak1p.npy,s24,brak1p,bin red at k one please
processed_grid_data/s24_brak2a.npy,s24,brak2a,bin red at k two again
processed_grid_data/s24_brakzs.npy,s24,brakzs,bin red at k zero soon
processed_grid_data/s24_braq3n.npy,s24,braq3n,bin red at q three now
processed_grid_data/s24_braq4s.npy,s24,braq4s,bin red at q four soon
processed_grid_data/s24_braq5p.npy,s24,braq5p,bin red at q five please
processed_grid_data/s24_braq6a.npy,s24,braq6a,bin red at q six again
processed_grid_data/s24_brax7n.npy,s24,brax7n,bin red at x seven now
processed_grid_data/s24_brax8s.npy,s24,brax8s,bin red at x eight soon
processed_grid_data/s24_brax9p.npy,s24,brax9p,bin red at x nine please
processed_grid_data/s24_brayza.npy,s24,brayza,bin red at y zero again
processed_grid_data/s24_brbd9n.npy,s24,brbd9n,bin red by d nine now
processed_grid_data/s24_brbe1p.npy,s24,brbe1p,bin red by e one please
processed_grid_data/s24_brbe2a.npy,s24,brbe2a,bin red by e two again
processed_grid_data/s24_brbezs.npy,s24,brbezs,bin red by e zero soon
processed_grid_data/s24_brbk3n.npy,s24,brbk3n,bin red by k three now
processed_grid_data/s24_brbk4s.npy,s24,brbk4s,bin red by k four soon
processed_grid_data/s24_brbk5p.npy,s24,brbk5p,bin red by k five please
processed_grid_data/s24_brbk6a.npy,s24,brbk6a,bin red by k six again
processed_grid_data/s24_brbq7n.npy,s24,brbq7n,bin red by q seven now
processed_grid_data/s24_brbq8s.npy,s24,brbq8s,bin red by q eight soon
processed_grid_data/s24_brbq9p.npy,s24,brbq9p,bin red by q nine please
processed_grid_data/s24_brbrza.npy,s24,brbrza,bin red by r zero again
processed_grid_data/s24_brby1n.npy,s24,brby1n,bin red by y one now
processed_grid_data/s24_brby2s.npy,s24,brby2s,bin red by y two soon
processed_grid_data/s24_brby3p.npy,s24,brby3p,bin red by y three please
processed_grid_data/s24_brby4a.npy,s24,brby4a,bin red by y four again
processed_grid_data/s24_brid1n.npy,s24,brid1n,bin red in d one now
processed_grid_data/s24_brid2s.npy,s24,brid2s,bin red in d two soon
processed_grid_data/s24_brid3p.npy,s24,brid3p,bin red in d three please
processed_grid_data/s24_brid4a.npy,s24,brid4a,bin red in d four again
processed_grid_data/s24_brij5n.npy,s24,brij5n,bin red in j five now
processed_grid_data/s24_brij6s.npy,s24,brij6s,bin red in j six soon
processed_grid_data/s24_brij7p.npy,s24,brij7p,bin red in j seven please
processed_grid_data/s24_brij8a.npy,s24,brij8a,bin red in j eight again
processed_grid_data/s24_brip9n.npy,s24,brip9n,bin red in p nine now
processed_grid_data/s24_briq1p.npy,s24,briq1p,bin red in q one please
processed_grid_data/s24_briq2a.npy,s24,briq2a,bin red in q two again
processed_grid_data/s24_briqzs.npy,s24,briqzs,bin red in q zero soon
processed_grid_data/s24_brix3n.npy,s24,brix3n,bin red in x three now
processed_grid_data/s24_brix4s.npy,s24,brix4s,bin red in x four soon
processed_grid_data/s24_brix5p.npy,s24,brix5p,bin red in x five please
processed_grid_data/s24_brix6a.npy,s24,brix6a,bin red in x six again
processed_grid_data/s24_brwe3n.npy,s24,brwe3n,bin red with e three now
processed_grid_data/s24_brwe4s.npy,s24,brwe4s,bin red with e four soon
processed_grid_data/s24_brwe5p.npy,s24,brwe5p,bin red with e five please
processed_grid_data/s24_brwe6a.npy,s24,brwe6a,bin red with e six again
processed_grid_data/s24_brwk7n.npy,s24,brwk7n,bin red with k seven now
processed_grid_data/s24_brwk8s.npy,s24,brwk8s,bin red with k eight soon
processed_grid_data/s24_brwk9p.npy,s24,brwk9p,bin red with k nine please
processed_grid_data/s24_brwlza.npy,s24,brwlza,bin red with l zero again
processed_grid_data/s24_brwr1n.npy,s24,brwr1n,bin red with r one now
processed_grid_data/s24_brwr2s.npy,s24,brwr2s,bin red with r two soon
processed_grid_data/s24_brwr3p.npy,s24,brwr3p,bin red with r three please
processed_grid_data/s24_brwr4a.npy,s24,brwr4a,bin red with r four again
processed_grid_data/s24_brwy5n.npy,s24,brwy5n,bin red with y five now
processed_grid_data/s24_brwy6s.npy,s24,brwy6s,bin red with y six soon
processed_grid_data/s24_brwy7p.npy,s24,brwy7p,bin red with y seven please
processed_grid_data/s24_brwy8a.npy,s24,brwy8a,bin red with y eight again
processed_grid_data/s24_bwae1n.npy,s24,bwae1n,bin white at e one now
processed_grid_data/s24_bwae2s.npy,s24,bwae2s,bin white at e two soon
processed_grid_data/s24_bwae3p.npy,s24,bwae3p,bin white at e three please
processed_grid_data/s24_bwae4a.npy,s24,bwae4a,bin white at e four again
processed_grid_data/s24_bwak5n.npy,s24,bwak5n,bin white at k five now
processed_grid_data/s24_bwak6s.npy,s24,bwak6s,bin white at k six soon
processed_grid_data/s24_bwak7p.npy,s24,bwak7p,bin white at k seven please
processed_grid_data/s24_bwak8a.npy,s24,bwak8a,bin white at k eight again
processed_grid_data/s24_bwaq9n.npy,s24,bwaq9n,bin white at q nine now
processed_grid_data/s24_bwar1p.npy,s24,bwar1p,bin white at r one please
processed_grid_data/s24_bwar2a.npy,s24,bwar2a,bin white at r two again
processed_grid_data/s24_bwarzs.npy,s24,bwarzs,bin white at r zero soon
processed_grid_data/s24_bway3n.npy,s24,bway3n,bin white at y three now
processed_grid_data/s24_bway4s.npy,s24,bway4s,bin white at y four soon
processed_grid_data/s24_bway5p.npy,s24,bway5p,bin white at y five please
processed_grid_data/s24_bway6a.npy,s24,bway6a,bin white at y six again
processed_grid_data/s24_bwbe5n.npy,s24,bwbe5n,bin white by e five now
processed_grid_data/s24_bwbe6s.npy,s24,bwbe6s,bin white by e six soon
processed_grid_data/s24_bwbe7p.npy,s24,bwbe7p,bin white by e seven please
processed_grid_data/s24_bwbe8a.npy,s24,bwbe8a,bin white by e eight again
processed_grid_data/s24_bwbk9n.npy,s24,bwbk9n,bin white by k nine now
processed_grid_data/s24_bwbl1p.npy,s24,bwbl1p,bin white by l one please
processed_grid_data/s24_bwbl2a.npy,s24,bwbl2a,bin white by l two again
processed_grid_data/s24_bwblzs.npy,s24,bwblzs,bin white by l zero soon
processed_grid_data/s24_bwbr3n.npy,s24,bwbr3n,bin white by r three now
processed_grid_data/s24_bwbr4s.npy,s24,bwbr4s,bin white by r four soon
processed_grid_data/s24_bwbr5p.npy,s24,bwbr5p,bin white by r five please
processed_grid_data/s24_bwbr6a.npy,s24,bwbr6a,bin white by r six again
processed_grid_data/s24_bwby7n.npy,s24,bwby7n,bin white by y seven now
processed_grid_data/s24_bwby8s.npy,s24,bwby8s,bin white by y eight soon
processed_grid_data/s24_bwby9p.npy,s24,bwby9p,bin white by y nine please
processed_grid_data/s24_bwbzza.npy,s24,bwbzza,bin white by z zero again
